learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
<<<<<<< HEAD
16.0,0.082596015,1.9931742195039983E-9,16.0,81.25,45.45454545454545,16.0,93280.0,10.0,0.0,16.2,1.5477582354991866,1977.6000000000001,19.18517946517861,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
32.0,0.193987149,4.6892895612244806E-9,32.0,75.0,20.0,32.0,93560.0,10.0,0.0,32.8,2.1123972690339814,2005.6000000000001,19.5250266751845,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
48.0,0.224080386,5.43118244693925E-9,48.0,79.16666666666666,27.05167173252276,48.0,95296.0,10.0,0.0,48.699999999999996,2.765059774318732,2011.2,19.926977805087365,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
64.0,0.239689906,5.816070792273515E-9,64.0,79.6875,22.676579925650557,64.0,95312.0,10.0,0.0,62.800000000000004,2.2050447211388304,2012.8000000000002,19.199999999999996,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
80.0,0.254442764,6.186248026469516E-9,80.0,80.0,35.41876892028258,80.0,96992.0,10.0,0.0,75.6,2.8759539480163983,2012.8000000000002,19.199999999999996,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
96.0,0.269611628,6.566863641519514E-9,96.0,80.20833333333334,41.53846153846154,96.0,96992.0,10.0,0.0,93.6,3.5627704575699695,2012.8000000000002,19.199999999999996,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
112.0,0.284218904,6.933387946763801E-9,112.0,81.25,49.52789699570816,112.0,96992.0,10.0,0.0,106.0,4.587422418357006,2012.8000000000002,19.199999999999996,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
128.0,0.29941856,7.314776191591389E-9,128.0,80.46875,48.486799742434,128.0,96992.0,10.0,0.0,123.2,4.898525855352358,2012.8000000000002,19.199999999999996,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
144.0,0.313714718,7.67349395516432E-9,144.0,81.25,51.35135135135135,144.0,96992.0,10.0,0.0,131.9,5.4476294538695145,2012.8000000000002,19.199999999999996,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
